,QUERYID,EXPLAIN_TIME,QUERY,SORT_SHRHEAP_TOP
2158,5989,2024-10-08-18.18.37.276537,"SELECT TPCDS.WEB_SALES.WS_NET_PAID_INC_SHIP , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_NET_PAID >= +00260.59 AND TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ <= 648",663
2159,5990,2024-10-08-18.18.49.264384,"SELECT TPCDS.CUSTOMER.C_CURRENT_CDEMO_SK , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOW = 5 AND TPCDS.DATE_DIM2.D_DOM = 15",20
2160,5991,2024-10-08-18.19.03.632133,"SELECT TPCDS.CATALOG_SALES.CS_EXT_DISCOUNT_AMT , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_EXT_SALES_PRICE >= +01208.50 AND TPCDS.DATE_DIM2.D_MOY = 2",84
2161,5992,2024-10-08-18.19.15.979663,"SELECT TPCDS.DATE_DIM2.D_DOM , TPCDS.CATALOG_PAGE.CP_START_DATE_SK FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.CATALOG_PAGE ON TPCDS.CATALOG_PAGE.CP_END_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_WEEK_SEQ <= 10373 AND TPCDS.CATALOG_PAGE.CP_CATALOG_NUMBER >= 37",129
2162,5999,2024-10-08-18.21.05.006253,"SELECT TPCDS.CUSTOMER.C_BIRTH_YEAR , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.CUSTOMER.C_CURRENT_HDEMO_SK <= 5906 AND TPCDS.DATE_DIM2.D_LAST_DOM >= 2438454",653
2163,6000,2024-10-08-18.21.21.340648,"SELECT TPCDS.CUSTOMER.C_FIRST_SALES_DATE_SK , TPCDS.DATE_DIM2.D_DOM FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.CUSTOMER.C_CURRENT_CDEMO_SK >= 1677000 AND TPCDS.DATE_DIM2.D_DOM = 25",38
2164,6001,2024-10-08-18.21.48.231116,"SELECT TPCDS.CATALOG_SALES.CS_SHIP_HDEMO_SK , TPCDS.DATE_DIM2.D_FY_WEEK_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_QUARTER_SEQ >= 256 AND TPCDS.CATALOG_SALES.CS_ITEM_SK >= 11358",653
2165,6002,2024-10-08-18.22.02.180110,"SELECT TPCDS.CUSTOMER.C_FIRST_SALES_DATE_SK , TPCDS.DATE_DIM2.D_LAST_DOM FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_YEAR >= 1933 AND TPCDS.CUSTOMER.C_BIRTH_YEAR >= 1924",796
2166,6003,2024-10-08-18.22.14.853609,"SELECT TPCDS.CATALOG_SALES.CS_BILL_CDEMO_SK , TPCDS.DATE_DIM2.D_QOY FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_BILL_CUSTOMER_SK <= 5470 AND TPCDS.CATALOG_SALES.CS_WAREHOUSE_SK = 1",225
2167,6005,2024-10-08-18.22.38.800256,"SELECT TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOM = 7 AND TPCDS.CUSTOMER.C_FIRST_SALES_DATE_SK <= 2449450",39
2168,6008,2024-10-08-18.23.15.149155,"SELECT TPCDS.CUSTOMER.C_CURRENT_CDEMO_SK , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_QOY >= 3 AND TPCDS.DATE_DIM2.D_SAME_DAY_LY >= 2419096",507
2169,6011,2024-10-08-18.24.01.080090,"SELECT TPCDS.WEB_SALES.WS_SHIP_CUSTOMER_SK , TPCDS.DATE_DIM2.D_QOY FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_SOLD_TIME_SK <= 69685 AND TPCDS.WEB_SALES.WS_SHIP_CDEMO_SK <= 1706919",945
2170,6013,2024-10-08-18.24.26.871909,"SELECT TPCDS.CATALOG_PAGE.CP_CATALOG_PAGE_NUMBER , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOM >= 2 AND TPCDS.CATALOG_PAGE.CP_END_DATE_SK >= 2452365",62
2171,6015,2024-10-08-18.24.51.621962,"SELECT TPCDS.DATE_DIM2.D_FIRST_DOM , TPCDS.CATALOG_PAGE.CP_CATALOG_PAGE_NUMBER FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.CATALOG_PAGE ON TPCDS.CATALOG_PAGE.CP_END_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.DATE_DIM2.D_QOY = 1 AND TPCDS.DATE_DIM2.D_QUARTER_SEQ <= 683",164
2172,6018,2024-10-08-18.25.30.307576,"SELECT TPCDS.CATALOG_PAGE.CP_CATALOG_PAGE_NUMBER , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_MOY = 6 AND TPCDS.CATALOG_PAGE.CP_CATALOG_NUMBER <= 109",79
2173,6019,2024-10-08-18.25.58.443074,"SELECT TPCDS.CATALOG_SALES.CS_BILL_ADDR_SK , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_SHIP_CUSTOMER_SK >= 10442 AND TPCDS.CATALOG_SALES.CS_SHIP_HDEMO_SK >= 2263",945
2174,6020,2024-10-08-18.26.15.771156,"SELECT TPCDS.CATALOG_SALES.CS_COUPON_AMT , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_EXT_SHIP_COST <= +12092.99 AND TPCDS.CATALOG_SALES.CS_BILL_CDEMO_SK <= 387631",945
2175,6021,2024-10-08-18.26.29.996038,"SELECT TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK , TPCDS.DATE_DIM2.D_LAST_DOM FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.CUSTOMER.C_CURRENT_HDEMO_SK >= 55 AND TPCDS.DATE_DIM2.D_MOY >= 1",856
2176,6022,2024-10-08-18.26.47.315052,"SELECT TPCDS.CATALOG_SALES.CS_WAREHOUSE_SK , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_EXT_TAX >= +00001.54 AND TPCDS.CATALOG_SALES.CS_BILL_CDEMO_SK <= 387631",945
2177,6023,2024-10-08-18.27.01.585196,"SELECT TPCDS.CUSTOMER.C_CURRENT_ADDR_SK , TPCDS.DATE_DIM2.D_FY_WEEK_SEQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_YEAR >= 1912 AND TPCDS.CUSTOMER.C_CURRENT_CDEMO_SK <= 1920788",873
2178,6024,2024-10-08-18.27.14.013555,"SELECT TPCDS.WEB_PAGE.WP_CHAR_COUNT , TPCDS.DATE_DIM2.D_QOY FROM TPCDS.WEB_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_PAGE.WP_ACCESS_DATE_SK WHERE TPCDS.WEB_PAGE.WP_ACCESS_DATE_SK >= 2452648 AND TPCDS.DATE_DIM2.D_QUARTER_SEQ >= 93",18
2179,6027,2024-10-08-18.27.50.729223,"SELECT TPCDS.WEB_SITE.WEB_OPEN_DATE_SK , TPCDS.DATE_DIM2.D_LAST_DOM FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.DATE_DIM2.D_DATE_SK <= 2488070 AND TPCDS.WEB_SITE.WEB_TAX_PERCENTAGE >= +000.07",18
2180,6031,2024-10-08-18.28.42.919337,"SELECT TPCDS.WEB_SALES.WS_WEB_PAGE_SK , TPCDS.DATE_DIM2.D_QUARTER_SEQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_LIST_PRICE >= +00061.21 AND TPCDS.WEB_SALES.WS_SHIP_CUSTOMER_SK <= 5607",357
2181,6032,2024-10-08-18.29.02.822009,"SELECT TPCDS.WEB_SALES.WS_EXT_TAX , TPCDS.DATE_DIM2.D_DOW FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_PROMO_SK <= 285 AND TPCDS.WEB_SALES.WS_SHIP_CUSTOMER_SK <= 69841",945
2182,6034,2024-10-08-18.29.47.581570,"SELECT TPCDS.CATALOG_SALES.CS_NET_PROFIT , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_SHIP_CDEMO_SK >= 5 AND TPCDS.DATE_DIM2.D_DOM >= 7",781
2183,6037,2024-10-08-18.30.25.392596,"SELECT TPCDS.WEB_SITE.WEB_COMPANY_ID , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_YEAR >= 1942 AND TPCDS.DATE_DIM2.D_SAME_DAY_LQ >= 2415092",18
2184,6038,2024-10-08-18.30.40.114911,"SELECT TPCDS.CUSTOMER.C_BIRTH_MONTH , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_WEEK_SEQ <= 5619 AND TPCDS.DATE_DIM2.D_FIRST_DOM >= 2438762",225
2185,6039,2024-10-08-18.30.53.565175,"SELECT TPCDS.CATALOG_SALES.CS_CATALOG_PAGE_SK , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_QUANTITY = 71 AND TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ <= 432",431
2186,6040,2024-10-08-18.31.07.043733,"SELECT TPCDS.WEB_SALES.WS_NET_PAID_INC_SHIP , TPCDS.DATE_DIM2.D_SAME_DAY_LY FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_EXT_SHIP_COST >= +00038.64 AND TPCDS.WEB_SALES.WS_NET_PAID_INC_SHIP_TAX <= +00110.19",142
2187,6041,2024-10-08-18.31.19.739346,"SELECT TPCDS.CATALOG_PAGE.CP_END_DATE_SK , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_FY_WEEK_SEQ = 5296 AND TPCDS.DATE_DIM2.D_DOM >= 15",20
2188,6042,2024-10-08-18.31.39.770292,"SELECT TPCDS.WEB_SALES.WS_SHIP_CUSTOMER_SK , TPCDS.DATE_DIM2.D_FY_YEAR FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_ITEM_SK <= 16111 AND TPCDS.WEB_SALES.WS_PROMO_SK >= 110",945
2189,6043,2024-10-08-18.31.53.271133,"SELECT TPCDS.CUSTOMER.C_FIRST_SALES_DATE_SK , TPCDS.DATE_DIM2.D_LAST_DOM FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOW <= 5 AND TPCDS.DATE_DIM2.D_SAME_DAY_LQ = 2450099",21
2190,6044,2024-10-08-18.32.06.357826,"SELECT TPCDS.STORE.S_TAX_PRECENTAGE , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.STORE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.STORE.S_CLOSED_DATE_SK WHERE TPCDS.STORE.S_CLOSED_DATE_SK <= 2451189 AND TPCDS.STORE.S_TAX_PRECENTAGE <= +000.06",18
2191,6046,2024-10-08-18.32.34.900545,"SELECT TPCDS.CUSTOMER.C_BIRTH_MONTH , TPCDS.DATE_DIM2.D_QOY FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.CUSTOMER.C_FIRST_SALES_DATE_SK <= 2450200 AND TPCDS.DATE_DIM2.D_QUARTER_SEQ <= 639",348
2192,6048,2024-10-08-18.33.04.196066,"SELECT TPCDS.CATALOG_SALES.CS_BILL_ADDR_SK , TPCDS.DATE_DIM2.D_DATE_SK FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_WAREHOUSE_SK = 1 AND TPCDS.DATE_DIM2.D_DATE_SK >= 2426555",680
2193,6051,2024-10-08-18.33.50.735812,"SELECT TPCDS.WEB_SALES.WS_BILL_HDEMO_SK , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_ORDER_NUMBER >= 5107 AND TPCDS.WEB_SALES.WS_EXT_TAX >= +00001.18",945
2194,6052,2024-10-08-18.34.03.793120,"SELECT TPCDS.CATALOG_SALES.CS_EXT_DISCOUNT_AMT , TPCDS.DATE_DIM2.D_MOY FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_WEEK_SEQ <= 6771 AND TPCDS.CATALOG_SALES.CS_PROMO_SK = 186",69
2195,6055,2024-10-08-18.34.43.620301,"SELECT TPCDS.CATALOG_SALES.CS_NET_PAID_INC_SHIP , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_LIST_PRICE <= +00067.65 AND TPCDS.CATALOG_SALES.CS_WAREHOUSE_SK >= 5",945
2196,6060,2024-10-08-18.35.53.238253,"SELECT TPCDS.CATALOG_SALES.CS_SHIP_HDEMO_SK , TPCDS.DATE_DIM2.D_WEEK_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_SHIP_MODE_SK = 4 AND TPCDS.CATALOG_SALES.CS_EXT_TAX <= +01509.88",945
2197,6061,2024-10-08-18.36.05.556921,"SELECT TPCDS.CUSTOMER.C_CURRENT_ADDR_SK , TPCDS.DATE_DIM2.D_SAME_DAY_LQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOW = 2 AND TPCDS.DATE_DIM2.D_FY_YEAR <= 1996",84
2198,6071,2024-10-08-18.38.10.317436,"SELECT TPCDS.DATE_DIM2.D_FY_YEAR , TPCDS.CATALOG_SALES.CS_BILL_HDEMO_SK FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.CATALOG_SALES ON TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.DATE_DIM2.D_MOY >= 11 AND TPCDS.CATALOG_SALES.CS_SHIP_MODE_SK <= 10",158
2199,6073,2024-10-08-18.38.36.219907,"SELECT TPCDS.CUSTOMER.C_BIRTH_MONTH , TPCDS.DATE_DIM2.D_FY_YEAR FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.DATE_DIM2.D_FIRST_DOM >= 2438304 AND TPCDS.DATE_DIM2.D_MOY <= 12",654
2200,6078,2024-10-08-18.39.38.359538,"SELECT TPCDS.WEB_SALES.WS_WHOLESALE_COST , TPCDS.DATE_DIM2.D_SAME_DAY_LY FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_SHIP_HDEMO_SK >= 2437 AND TPCDS.WEB_SALES.WS_QUANTITY >= 90",604
2201,6084,2024-10-08-18.40.53.542919,"SELECT TPCDS.CATALOG_SALES.CS_EXT_SALES_PRICE , TPCDS.DATE_DIM2.D_SAME_DAY_LY FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOW = 5 AND TPCDS.CATALOG_SALES.CS_EXT_SHIP_COST >= +00365.93",168
2202,6085,2024-10-08-18.41.05.988199,"SELECT TPCDS.WEB_SITE.WEB_COMPANY_ID , TPCDS.DATE_DIM2.D_DOM FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.DATE_DIM2.D_SAME_DAY_LY <= 2453984 AND TPCDS.DATE_DIM2.D_LAST_DOM <= 2484841",18
2203,6086,2024-10-08-18.41.18.384729,"SELECT TPCDS.WEB_SITE.WEB_MKT_ID , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.WEB_SITE.WEB_SITE_SK <= 17 AND TPCDS.DATE_DIM2.D_DOW >= 3",18
2204,6094,2024-10-08-18.42.56.379132,"SELECT TPCDS.WEB_SALES.WS_SOLD_DATE_SK , TPCDS.DATE_DIM2.D_DOM FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOW = 2 AND TPCDS.WEB_SALES.WS_SHIP_MODE_SK = 19",163
2205,6098,2024-10-08-18.43.44.702247,"SELECT TPCDS.CATALOG_PAGE.CP_CATALOG_NUMBER , TPCDS.DATE_DIM2.D_YEAR FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.CATALOG_PAGE.CP_CATALOG_PAGE_SK <= 11191 AND TPCDS.DATE_DIM2.D_DOW = 1",163
2206,6102,2024-10-08-18.44.31.922703,"SELECT TPCDS.WEB_SITE.WEB_GMT_OFFSET , TPCDS.DATE_DIM2.D_DOW FROM TPCDS.WEB_SITE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SITE.WEB_CLOSE_DATE_SK WHERE TPCDS.WEB_SITE.WEB_COMPANY_ID >= 3 AND TPCDS.DATE_DIM2.D_MOY >= 12",18
2207,6104,2024-10-08-18.44.56.922988,"SELECT TPCDS.WEB_SALES.WS_EXT_DISCOUNT_AMT , TPCDS.DATE_DIM2.D_FIRST_DOM FROM TPCDS.WEB_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.WEB_SALES.WS_SHIP_DATE_SK WHERE TPCDS.WEB_SALES.WS_NET_PAID_INC_SHIP <= +00520.80 AND TPCDS.WEB_SALES.WS_WAREHOUSE_SK >= 3",945
2208,6105,2024-10-08-18.45.09.466346,"SELECT TPCDS.CATALOG_PAGE.CP_CATALOG_PAGE_SK , TPCDS.DATE_DIM2.D_LAST_DOM FROM TPCDS.CATALOG_PAGE INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_PAGE.CP_END_DATE_SK WHERE TPCDS.DATE_DIM2.D_SAME_DAY_LY >= 2423068 AND TPCDS.DATE_DIM2.D_QOY >= 4",164
2209,6110,2024-10-08-18.46.12.848734,"SELECT TPCDS.DATE_DIM2.D_QUARTER_SEQ , TPCDS.CATALOG_SALES.CS_SHIP_CUSTOMER_SK FROM TPCDS.DATE_DIM2 INNER JOIN TPCDS.CATALOG_SALES ON TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK = TPCDS.DATE_DIM2.D_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_SOLD_DATE_SK >= 2450815 AND TPCDS.CATALOG_SALES.CS_ITEM_SK <= 1892",1824
2210,6113,2024-10-08-18.46.49.613664,"SELECT TPCDS.CUSTOMER.C_CURRENT_CDEMO_SK , TPCDS.DATE_DIM2.D_FY_QUARTER_SEQ FROM TPCDS.CUSTOMER INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CUSTOMER.C_FIRST_SHIPTO_DATE_SK WHERE TPCDS.CUSTOMER.C_CURRENT_ADDR_SK <= 15773 AND TPCDS.CUSTOMER.C_FIRST_SALES_DATE_SK <= 2451591",313
2211,6114,2024-10-08-18.47.12.779334,"SELECT TPCDS.CATALOG_SALES.CS_NET_PAID_INC_SHIP , TPCDS.DATE_DIM2.D_WEEK_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.CATALOG_SALES.CS_NET_PROFIT <= -00431.90 AND TPCDS.DATE_DIM2.D_SAME_DAY_LQ <= 2454258",587
2212,6118,2024-10-08-18.48.04.954339,"SELECT TPCDS.CATALOG_SALES.CS_SHIP_CDEMO_SK , TPCDS.DATE_DIM2.D_MONTH_SEQ FROM TPCDS.CATALOG_SALES INNER JOIN TPCDS.DATE_DIM2 ON TPCDS.DATE_DIM2.D_DATE_SK = TPCDS.CATALOG_SALES.CS_SHIP_DATE_SK WHERE TPCDS.DATE_DIM2.D_DOW = 6 AND TPCDS.CATALOG_SALES.CS_SOLD_TIME_SK >= 22302",172
